key_url;governor;name;percentage;votes;totalVotes;mascVotes;femnVotes
celia-sacramento;Célia Sacramento;Curaçá;0,15%;250;25044;12304;12733
orlando-andrade;Orlando Andrade;Curaçá;0,01%;20;25044;12304;12733
rui-costa;Rui Costa;Itatim;82,20%;6264;11573;5851;5698
ze-ronaldo;Zé Ronaldo;Itatim;17,19%;131;11573;5851;5698
marcos-mendes;Marcos Mendes;Itatim;0,12%;90;11573;5851;5698
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itatim;0,13%;100;11573;5851;5698
joao-santana;João Santana;Itatim;0,26%;200;11573;5851;5698
celia-sacramento;Célia Sacramento;Itatim;0,07%;50;11573;5851;5698
orlando-andrade;Orlando Andrade;Itatim;0,03%;20;11573;5851;5698
rui-costa;Rui Costa;Aporá;82,02%;6169;13237;6598;6620
ze-ronaldo;Zé Ronaldo;Aporá;16,75%;126;13237;6598;6620
marcos-mendes;Marcos Mendes;Aporá;0,12%;90;13237;6598;6620
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Aporá;0,17%;130;13237;6598;6620
joao-santana;João Santana;Aporá;0,74%;560;13237;6598;6620
celia-sacramento;Célia Sacramento;Aporá;0,15%;110;13237;6598;6620
orlando-andrade;Orlando Andrade;Aporá;0,04%;30;13237;6598;6620
rui-costa;Rui Costa;São Felipe;82,02%;8832;17016;8747;8269
ze-ronaldo;Zé Ronaldo;São Felipe;16,67%;1795;17016;8747;8269
marcos-mendes;Marcos Mendes;São Felipe;0,42%;450;17016;8747;8269
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Felipe;0,41%;440;17016;8747;8269
joao-santana;João Santana;São Felipe;0,32%;340;17016;8747;8269
celia-sacramento;Célia Sacramento;São Felipe;0,15%;160;17016;8747;8269
orlando-andrade;Orlando Andrade;São Felipe;0,02%;20;17016;8747;8269
rui-costa;Rui Costa;Rio Real;81,99%;13705;29192;15040;14151
ze-ronaldo;Zé Ronaldo;Rio Real;16,61%;2776;29192;15040;14151
marcos-mendes;Marcos Mendes;Rio Real;0,36%;600;29192;15040;14151
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Rio Real;0,39%;660;29192;15040;14151
joao-santana;João Santana;Rio Real;0,36%;600;29192;15040;14151
celia-sacramento;Célia Sacramento;Rio Real;0,26%;430;29192;15040;14151
orlando-andrade;Orlando Andrade;Rio Real;0,04%;60;29192;15040;14151
rui-costa;Rui Costa;Itiruçu;81,96%;4099;9312;4911;4401
ze-ronaldo;Zé Ronaldo;Itiruçu;16,56%;8280;9312;4911;4401
marcos-mendes;Marcos Mendes;Itiruçu;0,42%;210;9312;4911;4401
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itiruçu;0,40%;200;9312;4911;4401
joao-santana;João Santana;Itiruçu;0,24%;120;9312;4911;4401
celia-sacramento;Célia Sacramento;Itiruçu;0,36%;180;9312;4911;4401
orlando-andrade;Orlando Andrade;Itiruçu;0,06%;30;9312;4911;4401
rui-costa;Rui Costa;Santa Maria da Vitória;81,92%;14033;29919;15183;14705
ze-ronaldo;Zé Ronaldo;Santa Maria da Vitória;16,41%;2811;29919;15183;14705
marcos-mendes;Marcos Mendes;Santa Maria da Vitória;0,53%;900;29919;15183;14705
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santa Maria da Vitória;0,41%;700;29919;15183;14705
joao-santana;João Santana;Santa Maria da Vitória;0,39%;670;29919;15183;14705
celia-sacramento;Célia Sacramento;Santa Maria da Vitória;0,27%;460;29919;15183;14705
orlando-andrade;Orlando Andrade;Santa Maria da Vitória;0,08%;140;29919;15183;14705
rui-costa;Rui Costa;São Miguel das Matas;81,91%;4875;8587;4355;4226
ze-ronaldo;Zé Ronaldo;São Miguel das Matas;17,32%;1031;8587;4355;4226
marcos-mendes;Marcos Mendes;São Miguel das Matas;0,25%;150;8587;4355;4226
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Miguel das Matas;0,10%;60;8587;4355;4226
joao-santana;João Santana;São Miguel das Matas;0,29%;170;8587;4355;4226
celia-sacramento;Célia Sacramento;São Miguel das Matas;0,08%;50;8587;4355;4226
orlando-andrade;Orlando Andrade;São Miguel das Matas;0,05%;30;8587;4355;4226
rui-costa;Rui Costa;Nilo Peçanha;81,79%;441;8854;4542;4309
ze-ronaldo;Zé Ronaldo;Nilo Peçanha;16,93%;9130;8854;4542;4309
marcos-mendes;Marcos Mendes;Nilo Peçanha;0,22%;120;8854;4542;4309
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Nilo Peçanha;0,50%;270;8854;4542;4309
joao-santana;João Santana;Nilo Peçanha;0,24%;130;8854;4542;4309
celia-sacramento;Célia Sacramento;Nilo Peçanha;0,22%;120;8854;4542;4309
orlando-andrade;Orlando Andrade;Nilo Peçanha;0,09%;50;8854;4542;4309
rui-costa;Rui Costa;Inhambupe;81,76%;12944;25865;13386;12460
ze-ronaldo;Zé Ronaldo;Inhambupe;15,49%;2453;25865;13386;12460
marcos-mendes;Marcos Mendes;Inhambupe;0,21%;340;25865;13386;12460
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Inhambupe;0,29%;460;25865;13386;12460
joao-santana;João Santana;Inhambupe;2,02%;3190;25865;13386;12460
celia-sacramento;Célia Sacramento;Inhambupe;0,20%;320;25865;13386;12460
orlando-andrade;Orlando Andrade;Inhambupe;0,02%;30;25865;13386;12460
rui-costa;Rui Costa;Mansidão;81,71%;4534;9694;4656;5026
ze-ronaldo;Zé Ronaldo;Mansidão;17,25%;9570;9694;4656;5026
marcos-mendes;Marcos Mendes;Mansidão;0,09%;50;9694;4656;5026
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mansidão;0,32%;180;9694;4656;5026
joao-santana;João Santana;Mansidão;0,49%;270;9694;4656;5026
celia-sacramento;Célia Sacramento;Mansidão;0,09%;50;9694;4656;5026
orlando-andrade;Orlando Andrade;Mansidão;0,05%;30;9694;4656;5026
rui-costa;Rui Costa;São Félix;81,68%;5791;10122;5280;4842
ze-ronaldo;Zé Ronaldo;São Félix;17,11%;1213;10122;5280;4842
marcos-mendes;Marcos Mendes;São Félix;0,38%;270;10122;5280;4842
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Félix;0,20%;140;10122;5280;4842
joao-santana;João Santana;São Félix;0,37%;260;10122;5280;4842
celia-sacramento;Célia Sacramento;São Félix;0,24%;170;10122;5280;4842
orlando-andrade;Orlando Andrade;São Félix;0,03%;20;10122;5280;4842
rui-costa;Rui Costa;Santana;81,67%;9858;20265;10083;10171
ze-ronaldo;Zé Ronaldo;Santana;17,23%;208;20265;10083;10171
marcos-mendes;Marcos Mendes;Santana;0,05%;60;20265;10083;10171
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santana;0,60%;720;20265;10083;10171
joao-santana;João Santana;Santana;0,27%;330;20265;10083;10171
celia-sacramento;Célia Sacramento;Santana;0,16%;190;20265;10083;10171
orlando-andrade;Orlando Andrade;Santana;0,02%;20;20265;10083;10171
rui-costa;Rui Costa;Piripá;81,60%;3943;9097;4643;4450
ze-ronaldo;Zé Ronaldo;Piripá;16,56%;8000;9097;4643;4450
marcos-mendes;Marcos Mendes;Piripá;0,35%;170;9097;4643;4450
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Piripá;0,58%;280;9097;4643;4450
joao-santana;João Santana;Piripá;0,31%;150;9097;4643;4450
celia-sacramento;Célia Sacramento;Piripá;0,58%;280;9097;4643;4450
orlando-andrade;Orlando Andrade;Piripá;0,02%;10;9097;4643;4450
rui-costa;Rui Costa;Riachão do Jacuípe;81,33%;14885;25886;13620;12253
ze-ronaldo;Zé Ronaldo;Riachão do Jacuípe;17,84%;3266;25886;13620;12253
marcos-mendes;Marcos Mendes;Riachão do Jacuípe;0,36%;650;25886;13620;12253
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Riachão do Jacuípe;0,03%;50;25886;13620;12253
joao-santana;João Santana;Riachão do Jacuípe;0,22%;400;25886;13620;12253
celia-sacramento;Célia Sacramento;Riachão do Jacuípe;0,19%;350;25886;13620;12253
orlando-andrade;Orlando Andrade;Riachão do Jacuípe;0,04%;70;25886;13620;12253
rui-costa;Rui Costa;Ituaçu;81,18%;6896;14599;7398;7200
ze-ronaldo;Zé Ronaldo;Ituaçu;16,75%;1423;14599;7398;7200
marcos-mendes;Marcos Mendes;Ituaçu;0,25%;210;14599;7398;7200
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ituaçu;0,65%;550;14599;7398;7200
joao-santana;João Santana;Ituaçu;0,66%;560;14599;7398;7200
celia-sacramento;Célia Sacramento;Ituaçu;0,46%;390;14599;7398;7200
orlando-andrade;Orlando Andrade;Ituaçu;0,06%;50;14599;7398;7200
rui-costa;Rui Costa;Cafarnaum;81,15%;6749;13395;6789;6592
ze-ronaldo;Zé Ronaldo;Cafarnaum;17,76%;1477;13395;6789;6592
marcos-mendes;Marcos Mendes;Cafarnaum;0,11%;90;13395;6789;6592
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cafarnaum;0,47%;390;13395;6789;6592
joao-santana;João Santana;Cafarnaum;0,20%;170;13395;6789;6592
celia-sacramento;Célia Sacramento;Cafarnaum;0,30%;250;13395;6789;6592
orlando-andrade;Orlando Andrade;Cafarnaum;0,01%;10;13395;6789;6592
rui-costa;Rui Costa;Mascote;81,07%;4282;9028;4543;4483
ze-ronaldo;Zé Ronaldo;Mascote;17,42%;9200;9028;4543;4483
marcos-mendes;Marcos Mendes;Mascote;0,25%;130;9028;4543;4483
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mascote;0,34%;180;9028;4543;4483
joao-santana;João Santana;Mascote;0,55%;290;9028;4543;4483
celia-sacramento;Célia Sacramento;Mascote;0,36%;190;9028;4543;4483
orlando-andrade;Orlando Andrade;Mascote;0,02%;10;9028;4543;4483
rui-costa;Rui Costa;Brumado;81,03%;26127;47738;24606;23132
ze-ronaldo;Zé Ronaldo;Brumado;16,03%;5167;47738;24606;23132
marcos-mendes;Marcos Mendes;Brumado;0,41%;1310;47738;24606;23132
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Brumado;1,10%;3540;47738;24606;23132
joao-santana;João Santana;Brumado;0,95%;3060;47738;24606;23132
celia-sacramento;Célia Sacramento;Brumado;0,47%;1520;47738;24606;23132
orlando-andrade;Orlando Andrade;Brumado;0,02%;60;47738;24606;23132
rui-costa;Rui Costa;Mata de São João;80,97%;1979;39638;20455;19181
ze-ronaldo;Zé Ronaldo;Mata de São João;17,20%;4203;39638;20455;19181
marcos-mendes;Marcos Mendes;Mata de São João;0,38%;920;39638;20455;19181
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mata de São João;0,63%;1530;39638;20455;19181
joao-santana;João Santana;Mata de São João;0,38%;920;39638;20455;19181
celia-sacramento;Célia Sacramento;Mata de São João;0,39%;960;39638;20455;19181
orlando-andrade;Orlando Andrade;Mata de São João;0,06%;140;39638;20455;19181
rui-costa;Rui Costa;Macururé;80,93%;3407;6529;3340;3168
ze-ronaldo;Zé Ronaldo;Macururé;18,31%;7710;6529;3340;3168
marcos-mendes;Marcos Mendes;Macururé;0,10%;40;6529;3340;3168
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Macururé;0,24%;100;6529;3340;3168
joao-santana;João Santana;Macururé;0,21%;90;6529;3340;3168
celia-sacramento;Célia Sacramento;Macururé;0,19%;80;6529;3340;3168
orlando-andrade;Orlando Andrade;Macururé;0,02%;10;6529;3340;3168
rui-costa;Rui Costa;Caravelas;80,87%;6577;13942;7036;6896
ze-ronaldo;Zé Ronaldo;Caravelas;16,96%;1379;13942;7036;6896
marcos-mendes;Marcos Mendes;Caravelas;0,33%;270;13942;7036;6896
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Caravelas;0,92%;750;13942;7036;6896
joao-santana;João Santana;Caravelas;0,37%;300;13942;7036;6896
celia-sacramento;Célia Sacramento;Caravelas;0,53%;430;13942;7036;6896
orlando-andrade;Orlando Andrade;Caravelas;0,02%;20;13942;7036;6896
rui-costa;Rui Costa;Serra Preta;80,79%;9051;16950;8663;8284
ze-ronaldo;Zé Ronaldo;Serra Preta;18,54%;2077;16950;8663;8284
marcos-mendes;Marcos Mendes;Serra Preta;0,25%;280;16950;8663;8284
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Serra Preta;0,12%;140;16950;8663;8284
joao-santana;João Santana;Serra Preta;0,19%;210;16950;8663;8284
celia-sacramento;Célia Sacramento;Serra Preta;0,11%;120;16950;8663;8284
orlando-andrade;Orlando Andrade;Serra Preta;0,00%;0;16950;8663;8284
rui-costa;Rui Costa;Dias d'Ávila;80,77%;25743;48604;25871;22718
ze-ronaldo;Zé Ronaldo;Dias d'Ávila;16,54%;5271;48604;25871;22718
marcos-mendes;Marcos Mendes;Dias d'Ávila;0,44%;1390;48604;25871;22718
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Dias d'Ávila;0,58%;1860;48604;25871;22718
joao-santana;João Santana;Dias d'Ávila;1,17%;3730;48604;25871;22718
celia-sacramento;Célia Sacramento;Dias d'Ávila;0,44%;1410;48604;25871;22718
orlando-andrade;Orlando Andrade;Dias d'Ávila;0,06%;200;48604;25871;22718
rui-costa;Rui Costa;Belo Campo;80,76%;7151;14897;7499;7394
ze-ronaldo;Zé Ronaldo;Belo Campo;18,01%;1595;14897;7499;7394
marcos-mendes;Marcos Mendes;Belo Campo;0,23%;200;14897;7499;7394
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Belo Campo;0,33%;290;14897;7499;7394
joao-santana;João Santana;Belo Campo;0,49%;430;14897;7499;7394
celia-sacramento;Célia Sacramento;Belo Campo;0,19%;170;14897;7499;7394
orlando-andrade;Orlando Andrade;Belo Campo;0,00%;0;14897;7499;7394
rui-costa;Rui Costa;Guaratinga;80,74%;7013;14871;7247;7611
ze-ronaldo;Zé Ronaldo;Guaratinga;17,33%;1505;14871;7247;7611
marcos-mendes;Marcos Mendes;Guaratinga;0,18%;160;14871;7247;7611
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Guaratinga;0,98%;850;14871;7247;7611
joao-santana;João Santana;Guaratinga;0,33%;290;14871;7247;7611
celia-sacramento;Célia Sacramento;Guaratinga;0,38%;330;14871;7247;7611
orlando-andrade;Orlando Andrade;Guaratinga;0,06%;50;14871;7247;7611
rui-costa;Rui Costa;Santo Estevão;80,70%;20075;35723;19447;16276
ze-ronaldo;Zé Ronaldo;Santo Estevão;18,13%;4509;35723;19447;16276
marcos-mendes;Marcos Mendes;Santo Estevão;0,58%;1440;35723;19447;16276
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santo Estevão;0,16%;410;35723;19447;16276
joao-santana;João Santana;Santo Estevão;0,25%;610;35723;19447;16276
celia-sacramento;Célia Sacramento;Santo Estevão;0,16%;390;35723;19447;16276
orlando-andrade;Orlando Andrade;Santo Estevão;0,03%;70;35723;19447;16276
rui-costa;Rui Costa;Ipecaetá;80,67%;7579;13249;6945;6304
ze-ronaldo;Zé Ronaldo;Ipecaetá;18,69%;1756;13249;6945;6304
marcos-mendes;Marcos Mendes;Ipecaetá;0,14%;130;13249;6945;6304
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ipecaetá;0,06%;60;13249;6945;6304
joao-santana;João Santana;Ipecaetá;0,32%;300;13249;6945;6304
celia-sacramento;Célia Sacramento;Ipecaetá;0,11%;100;13249;6945;6304
orlando-andrade;Orlando Andrade;Ipecaetá;0,01%;10;13249;6945;6304
rui-costa;Rui Costa;Itapé;80,57%;4417;9547;4787;4760
ze-ronaldo;Zé Ronaldo;Itapé;17,79%;9750;9547;4787;4760
marcos-mendes;Marcos Mendes;Itapé;0,33%;180;9547;4787;4760
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itapé;0,44%;240;9547;4787;4760
joao-santana;João Santana;Itapé;0,51%;280;9547;4787;4760
celia-sacramento;Célia Sacramento;Itapé;0,35%;190;9547;4787;4760
orlando-andrade;Orlando Andrade;Itapé;0,02%;10;9547;4787;4760
rui-costa;Rui Costa;Ibitiara;80,52%;5935;10479;5357;5122
ze-ronaldo;Zé Ronaldo;Ibitiara;18,55%;1367;10479;5357;5122
marcos-mendes;Marcos Mendes;Ibitiara;0,19%;140;10479;5357;5122
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibitiara;0,19%;140;10479;5357;5122
joao-santana;João Santana;Ibitiara;0,31%;230;10479;5357;5122
celia-sacramento;Célia Sacramento;Ibitiara;0,24%;180;10479;5357;5122
orlando-andrade;Orlando Andrade;Ibitiara;0,00%;0;10479;5357;5122
rui-costa;Rui Costa;Nazaré;80,52%;11573;21443;11392;10042
ze-ronaldo;Zé Ronaldo;Nazaré;17,84%;2564;21443;11392;10042
marcos-mendes;Marcos Mendes;Nazaré;0,57%;820;21443;11392;10042
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Nazaré;0,24%;340;21443;11392;10042
joao-santana;João Santana;Nazaré;0,70%;1000;21443;11392;10042
celia-sacramento;Célia Sacramento;Nazaré;0,14%;200;21443;11392;10042
orlando-andrade;Orlando Andrade;Nazaré;0,00%;0;21443;11392;10042
rui-costa;Rui Costa;Ribeirão do Largo;80,52%;3964;7560;3675;3885
ze-ronaldo;Zé Ronaldo;Ribeirão do Largo;18,67%;9190;7560;3675;3885
marcos-mendes;Marcos Mendes;Ribeirão do Largo;0,12%;60;7560;3675;3885
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ribeirão do Largo;0,24%;120;7560;3675;3885
joao-santana;João Santana;Ribeirão do Largo;0,28%;140;7560;3675;3885
celia-sacramento;Célia Sacramento;Ribeirão do Largo;0,16%;80;7560;3675;3885
orlando-andrade;Orlando Andrade;Ribeirão do Largo;0,00%;0;7560;3675;3885
rui-costa;Rui Costa;Ruy Barbosa;79,88%;10612;23789;12527;11249
ze-ronaldo;Zé Ronaldo;Ruy Barbosa;19,09%;2536;23789;12527;11249
marcos-mendes;Marcos Mendes;Ruy Barbosa;0,37%;490;23789;12527;11249
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ruy Barbosa;0,12%;160;23789;12527;11249
joao-santana;João Santana;Ruy Barbosa;0,29%;390;23789;12527;11249
celia-sacramento;Célia Sacramento;Ruy Barbosa;0,22%;290;23789;12527;11249
orlando-andrade;Orlando Andrade;Ruy Barbosa;0,03%;40;23789;12527;11249
rui-costa;Rui Costa;Jaguaquara;79,87%;15153;32615;17450;15165
ze-ronaldo;Zé Ronaldo;Jaguaquara;18,96%;3597;32615;17450;15165
marcos-mendes;Marcos Mendes;Jaguaquara;0,28%;530;32615;17450;15165
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jaguaquara;0,20%;380;32615;17450;15165
joao-santana;João Santana;Jaguaquara;0,31%;580;32615;17450;15165
celia-sacramento;Célia Sacramento;Jaguaquara;0,36%;690;32615;17450;15165
orlando-andrade;Orlando Andrade;Jaguaquara;0,03%;50;32615;17450;15165
rui-costa;Rui Costa;Itamari;79,86%;3025;6440;3168;3272
ze-ronaldo;Zé Ronaldo;Itamari;19,35%;7330;6440;3168;3272
marcos-mendes;Marcos Mendes;Itamari;0,11%;40;6440;3168;3272
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itamari;0,24%;90;6440;3168;3272
joao-santana;João Santana;Itamari;0,26%;100;6440;3168;3272
celia-sacramento;Célia Sacramento;Itamari;0,13%;50;6440;3168;3272
orlando-andrade;Orlando Andrade;Itamari;0,05%;20;6440;3168;3272
rui-costa;Rui Costa;Sento Sé;79,84%;14633;28383;13867;14491
ze-ronaldo;Zé Ronaldo;Sento Sé;19,51%;3575;28383;13867;14491
marcos-mendes;Marcos Mendes;Sento Sé;0,09%;160;28383;13867;14491
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Sento Sé;0,29%;530;28383;13867;14491
joao-santana;João Santana;Sento Sé;0,21%;380;28383;13867;14491
celia-sacramento;Célia Sacramento;Sento Sé;0,07%;120;28383;13867;14491
orlando-andrade;Orlando Andrade;Sento Sé;0,00%;0;28383;13867;14491
rui-costa;Rui Costa;Ubatã;79,84%;6118;11242;6101;5141
ze-ronaldo;Zé Ronaldo;Ubatã;18,91%;1449;11242;6101;5141
marcos-mendes;Marcos Mendes;Ubatã;0,35%;270;11242;6101;5141
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ubatã;0,30%;230;11242;6101;5141
joao-santana;João Santana;Ubatã;0,34%;260;11242;6101;5141
celia-sacramento;Célia Sacramento;Ubatã;0,25%;190;11242;6101;5141
orlando-andrade;Orlando Andrade;Ubatã;0,01%;10;11242;6101;5141
rui-costa;Rui Costa;Ubaíra;79,83%;7779;16308;8311;7993
ze-ronaldo;Zé Ronaldo;Ubaíra;19,26%;1877;16308;8311;7993
marcos-mendes;Marcos Mendes;Ubaíra;0,21%;200;16308;8311;7993
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ubaíra;0,27%;260;16308;8311;7993
joao-santana;João Santana;Ubaíra;0,26%;250;16308;8311;7993
celia-sacramento;Célia Sacramento;Ubaíra;0,13%;130;16308;8311;7993
orlando-andrade;Orlando Andrade;Ubaíra;0,05%;50;16308;8311;7993
rui-costa;Rui Costa;Itapitanga;79,77%;2903;6576;3293;3281
ze-ronaldo;Zé Ronaldo;Itapitanga;18,88%;6870;6576;3293;3281
marcos-mendes;Marcos Mendes;Itapitanga;0,49%;180;6576;3293;3281
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Itapitanga;0,27%;100;6576;3293;3281
joao-santana;João Santana;Itapitanga;0,36%;130;6576;3293;3281
celia-sacramento;Célia Sacramento;Itapitanga;0,16%;60;6576;3293;3281
orlando-andrade;Orlando Andrade;Itapitanga;0,05%;20;6576;3293;3281
rui-costa;Rui Costa;Antas;79,74%;5403;10608;5375;5232
ze-ronaldo;Zé Ronaldo;Antas;19,51%;1322;10608;5375;5232
marcos-mendes;Marcos Mendes;Antas;0,16%;110;10608;5375;5232
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Antas;0,15%;100;10608;5375;5232
joao-santana;João Santana;Antas;0,24%;160;10608;5375;5232
celia-sacramento;Célia Sacramento;Antas;0,12%;80;10608;5375;5232
orlando-andrade;Orlando Andrade;Antas;0,09%;60;10608;5375;5232
rui-costa;Rui Costa;João Dourado;79,59%;9208;17871;9181;8689
ze-ronaldo;Zé Ronaldo;João Dourado;19,21%;2222;17871;9181;8689
marcos-mendes;Marcos Mendes;João Dourado;0,25%;290;17871;9181;8689
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;João Dourado;0,47%;540;17871;9181;8689
joao-santana;João Santana;João Dourado;0,28%;320;17871;9181;8689
celia-sacramento;Célia Sacramento;João Dourado;0,18%;210;17871;9181;8689
orlando-andrade;Orlando Andrade;João Dourado;0,03%;30;17871;9181;8689
rui-costa;Rui Costa;Capela do Alto Alegre;79,48%;4304;9269;4663;4592
ze-ronaldo;Zé Ronaldo;Capela do Alto Alegre;19,48%;1055;9269;4663;4592
marcos-mendes;Marcos Mendes;Capela do Alto Alegre;0,20%;110;9269;4663;4592
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Capela do Alto Alegre;0,22%;120;9269;4663;4592
joao-santana;João Santana;Capela do Alto Alegre;0,44%;240;9269;4663;4592
celia-sacramento;Célia Sacramento;Capela do Alto Alegre;0,17%;90;9269;4663;4592
orlando-andrade;Orlando Andrade;Capela do Alto Alegre;0,00%;0;9269;4663;4592
rui-costa;Rui Costa;Sítio do Quinto;79,43%;4607;9629;4886;4735
ze-ronaldo;Zé Ronaldo;Sítio do Quinto;19,90%;1154;9629;4886;4735
marcos-mendes;Marcos Mendes;Sítio do Quinto;0,17%;100;9629;4886;4735
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Sítio do Quinto;0,03%;20;9629;4886;4735
joao-santana;João Santana;Sítio do Quinto;0,34%;200;9629;4886;4735
celia-sacramento;Célia Sacramento;Sítio do Quinto;0,10%;60;9629;4886;4735
orlando-andrade;Orlando Andrade;Sítio do Quinto;0,02%;10;9629;4886;4735
rui-costa;Rui Costa;Paripiranga;79,37%;11152;21769;11499;10270
ze-ronaldo;Zé Ronaldo;Paripiranga;19,68%;2765;21769;11499;10270
marcos-mendes;Marcos Mendes;Paripiranga;0,22%;310;21769;11499;10270
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Paripiranga;0,29%;410;21769;11499;10270
joao-santana;João Santana;Paripiranga;0,18%;250;21769;11499;10270
celia-sacramento;Célia Sacramento;Paripiranga;0,24%;340;21769;11499;10270
orlando-andrade;Orlando Andrade;Paripiranga;0,02%;30;21769;11499;10270
rui-costa;Rui Costa;Ribeira do Pombal;79,36%;20855;37638;19879;17759
ze-ronaldo;Zé Ronaldo;Ribeira do Pombal;19,53%;5132;37638;19879;17759
marcos-mendes;Marcos Mendes;Ribeira do Pombal;0,30%;800;37638;19879;17759
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ribeira do Pombal;0,26%;680;37638;19879;17759
joao-santana;João Santana;Ribeira do Pombal;0,19%;510;37638;19879;17759
celia-sacramento;Célia Sacramento;Ribeira do Pombal;0,32%;840;37638;19879;17759
orlando-andrade;Orlando Andrade;Ribeira do Pombal;0,04%;100;37638;19879;17759
rui-costa;Rui Costa;Simões Filho;79,32%;41788;78317;41229;37029
ze-ronaldo;Zé Ronaldo;Simões Filho;18,67%;9834;78317;41229;37029
marcos-mendes;Marcos Mendes;Simões Filho;0,41%;2140;78317;41229;37029
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Simões Filho;0,53%;2800;78317;41229;37029
joao-santana;João Santana;Simões Filho;0,61%;3190;78317;41229;37029
celia-sacramento;Célia Sacramento;Simões Filho;0,41%;2170;78317;41229;37029
orlando-andrade;Orlando Andrade;Simões Filho;0,05%;280;78317;41229;37029
rui-costa;Rui Costa;Piritiba;79,29%;6805;13720;7036;6671
ze-ronaldo;Zé Ronaldo;Piritiba;19,54%;1677;13720;7036;6671
marcos-mendes;Marcos Mendes;Piritiba;0,28%;240;13720;7036;6671
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Piritiba;0,29%;250;13720;7036;6671
joao-santana;João Santana;Piritiba;0,28%;240;13720;7036;6671
celia-sacramento;Célia Sacramento;Piritiba;0,28%;240;13720;7036;6671
orlando-andrade;Orlando Andrade;Piritiba;0,03%;30;13720;7036;6671
rui-costa;Rui Costa;Santa Rita de Cássia;79,24%;9968;22499;10938;11542
ze-ronaldo;Zé Ronaldo;Santa Rita de Cássia;19,45%;2446;22499;10938;11542
marcos-mendes;Marcos Mendes;Santa Rita de Cássia;0,18%;230;22499;10938;11542
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santa Rita de Cássia;0,39%;490;22499;10938;11542
joao-santana;João Santana;Santa Rita de Cássia;0,47%;590;22499;10938;11542
celia-sacramento;Célia Sacramento;Santa Rita de Cássia;0,26%;330;22499;10938;11542
orlando-andrade;Orlando Andrade;Santa Rita de Cássia;0,01%;10;22499;10938;11542
rui-costa;Rui Costa;Iguaí;79,23%;844;19697;9623;10069
ze-ronaldo;Zé Ronaldo;Iguaí;19,76%;2105;19697;9623;10069
marcos-mendes;Marcos Mendes;Iguaí;0,29%;310;19697;9623;10069
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Iguaí;0,16%;170;19697;9623;10069
joao-santana;João Santana;Iguaí;0,38%;400;19697;9623;10069
celia-sacramento;Célia Sacramento;Iguaí;0,17%;180;19697;9623;10069
orlando-andrade;Orlando Andrade;Iguaí;0,02%;20;19697;9623;10069
rui-costa;Rui Costa;Brotas de Macaúbas;79,15%;4362;9021;4385;4634
